id,Umur,Kelas Pekerjaan 2,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu,Gaji
29472,17,6,148194,3,7,1,11,1,0,0,12,0
29473,63,9,181929,3,9,3,14,2,0,0,50,1
29474,57,9,372020,5,10,2,6,2,70182000,0,50,0
29475,44,4,33121,5,10,2,12,2,0,0,72,0
29476,68,4,197015,3,9,2,12,2,0,0,45,0
29477,45,9,387074,5,11,2,8,2,0,0,40,0
29478,23,9,208908,5,13,1,7,1,0,0,30,0
29479,44,1,29841,3,9,3,1,1,0,0,50,0
29480,44,9,68729,5,10,2,6,2,0,26628000,40,1
29481,65,9,242580,5,10,3,13,2,163492000,0,50,1
29482,48,6,218357,3,9,3,5,1,0,0,25,0
29483,41,9,239296,6,14,2,13,2,0,33810000,50,1
29484,36,9,49794,3,9,2,8,2,0,0,45,0
29485,28,6,251854,5,10,1,11,1,0,0,40,0
29486,35,9,354520,5,13,1,14,1,0,0,50,1
29487,35,9,203988,3,9,3,6,2,0,0,60,0
29488,59,9,77884,5,11,1,8,2,0,0,40,0
29489,53,8,117847,4,12,2,11,2,0,0,40,0
29490,39,9,194404,6,14,2,13,2,107632000,0,40,1
29491,32,9,279912,5,10,1,10,1,0,0,40,0
29492,36,1,200904,4,12,2,1,1,0,0,21,0
29493,24,9,172232,3,9,2,9,2,0,0,42,0
29494,31,7,223376,5,13,1,11,1,0,0,40,0
29495,23,9,60331,5,10,3,14,2,0,0,50,0
29496,29,9,178272,3,9,2,4,2,0,0,40,0
29497,61,7,254890,3,9,2,5,2,0,0,40,0
29498,43,5,147206,4,12,1,14,2,389592000,0,45,1
29499,54,8,35576,5,10,2,8,2,0,0,40,0
29500,46,9,235334,6,14,2,14,2,1399986000,0,60,1
29501,21,9,165107,5,10,1,7,1,0,0,20,0
29502,71,4,30661,2,4,2,12,2,91196000,0,40,1
29503,26,9,51961,3,8,1,6,2,0,0,51,0
29504,47,6,188537,6,14,2,13,1,0,0,60,1
29505,30,9,433325,3,6,2,8,2,0,0,40,0
29506,67,1,407618,2,5,3,1,1,28700000,0,40,0
29507,36,4,127740,3,9,2,14,2,0,0,99,0
29508,47,9,198769,5,10,1,11,1,0,0,40,1
29509,69,9,136218,3,7,1,9,1,0,0,40,0
29510,41,4,97277,5,11,3,7,1,0,0,10,0
29511,23,9,69911,1,1,1,7,1,0,0,15,0
29512,46,9,166269,5,10,3,6,2,0,0,50,0
29513,28,9,191342,5,10,1,6,2,0,0,40,0
29514,31,9,188961,4,12,1,10,1,0,0,40,0
29515,44,4,167280,5,13,2,6,2,0,0,40,0
29516,27,7,222506,5,13,1,13,1,0,0,60,0
29517,36,9,180278,5,13,1,13,2,0,0,40,0
29518,37,7,49105,3,9,3,11,1,0,0,25,0
29519,64,9,200517,3,9,2,11,2,0,0,39,0
29520,51,4,256963,5,10,2,6,2,0,0,60,0
29521,35,4,188540,2,5,2,8,2,0,0,50,0
29522,36,9,231082,5,13,3,13,1,0,0,50,0
29523,27,9,303954,5,13,2,6,2,0,0,45,0
29524,24,9,198349,3,7,1,6,1,0,0,30,0
29525,45,9,217654,5,10,2,3,2,0,0,40,1
29526,34,9,228873,5,13,1,14,2,0,0,40,0
29527,30,1,103651,3,7,2,1,2,0,0,35,0
29528,36,9,182013,5,10,3,10,1,0,0,40,0
29529,25,6,63996,3,9,3,11,1,0,0,40,0
29530,50,9,162327,5,10,2,3,2,0,0,50,0
29531,17,9,262511,3,7,1,6,2,0,0,20,0
29532,45,5,61885,5,13,2,14,2,210336000,0,48,1
29533,58,1,266792,5,10,2,1,2,1399986000,0,40,1
29534,24,9,161638,3,9,2,9,1,0,0,40,0
29535,29,9,250967,5,11,2,9,2,0,26418000,48,1
29536,44,9,137304,3,9,3,9,1,0,0,40,0
29537,41,4,375526,5,13,2,11,1,0,0,40,1
29538,33,9,243266,6,14,2,14,2,0,0,40,1
29539,25,9,262778,6,14,1,7,1,0,0,37,0
29540,21,9,187088,5,10,1,11,1,0,0,20,0
29541,59,9,249814,3,9,3,7,1,0,0,37,0
29542,48,9,186203,3,9,2,7,2,0,0,50,0
29543,28,9,68021,5,13,3,13,1,0,0,40,0
29544,21,5,153516,5,10,1,8,2,0,0,40,0
29545,29,9,101108,3,9,3,7,1,0,0,15,0
29546,31,9,368517,4,12,1,13,2,0,0,40,0
29547,43,9,262038,1,3,2,12,2,0,0,35,0
29548,38,9,181716,3,8,2,8,2,0,0,48,0
29549,22,9,245524,3,8,1,7,2,0,0,35,0
29550,27,9,130492,3,7,3,8,2,0,0,35,0
29551,42,9,175943,5,11,2,14,1,102172000,0,35,1
29552,23,9,56774,3,9,1,8,2,0,0,40,0
29553,23,4,111296,3,7,1,8,2,0,0,50,0
29554,47,4,83064,5,13,2,12,2,0,0,60,0
29555,50,9,129673,5,13,3,14,1,0,0,50,1
29556,36,1,504871,3,9,2,1,2,0,0,40,1
29557,36,9,172706,3,9,2,8,2,0,0,40,0
29558,40,9,177083,3,9,3,14,1,0,0,50,0
29559,32,9,292217,3,9,2,8,2,39606000,0,40,0
29560,22,9,315476,3,7,1,8,2,0,0,40,0
29561,66,5,102663,2,4,2,14,2,0,0,50,0
29562,35,1,253860,3,9,3,1,1,0,0,20,0
29563,19,9,43937,5,10,1,7,1,0,0,20,0
29564,46,6,195418,5,13,2,13,2,0,0,40,1
29565,49,9,166809,5,13,3,14,1,0,0,40,1
29566,25,6,250770,3,9,1,11,1,0,0,40,0
29567,43,9,182757,3,9,2,8,2,0,0,40,1
29568,46,9,306993,1,3,2,3,2,0,0,40,0
29569,46,9,345073,3,9,3,14,2,0,0,48,1
29570,52,9,270221,5,13,2,13,2,210336000,0,44,1
29571,24,9,300584,5,10,2,8,2,0,0,45,0
29572,31,9,509364,1,3,1,9,2,0,0,45,0
29573,31,9,259531,5,11,1,11,1,0,0,40,0
29574,32,9,72887,5,10,2,6,2,0,0,40,1
29575,28,9,239539,3,9,2,9,2,0,0,40,0
29576,56,4,385632,2,4,3,7,1,0,0,40,0
29577,25,9,272167,5,13,1,11,2,0,0,30,0
29578,30,9,209900,5,13,2,8,2,0,0,40,0
29579,41,9,203233,3,9,2,14,2,0,0,40,1
29580,25,9,190107,5,13,1,8,2,0,0,40,0
29581,38,9,176335,5,10,2,13,2,0,0,40,1
29582,65,4,167414,3,9,2,14,2,0,0,59,1
29583,40,9,30412,5,13,1,13,1,0,0,40,0
29584,28,9,176137,3,9,1,7,1,0,0,32,0
29585,49,4,173411,3,9,3,6,2,0,0,40,0
29586,25,9,188507,2,4,1,9,1,0,0,40,0
29587,45,9,106061,3,7,2,6,2,0,0,70,0
29588,57,9,136107,2,5,2,8,2,0,0,40,1
29589,32,9,375833,3,7,1,8,2,0,0,40,0
29590,48,9,213140,4,12,2,6,2,0,0,60,1
29591,42,9,159911,3,9,3,7,1,0,0,40,0
29592,58,9,194733,4,12,2,8,2,0,0,40,1
29593,21,9,238917,1,3,2,7,2,0,0,40,0
29594,68,9,195868,5,13,2,6,2,280714000,0,40,1
29595,40,4,48859,3,9,2,8,2,0,0,32,0
29596,51,9,117253,3,9,3,13,1,0,0,40,0
29597,45,9,185385,3,9,2,9,2,0,0,40,0
29598,19,9,286419,5,10,1,11,2,0,0,20,0
29599,43,4,185413,5,13,2,14,2,0,27678000,50,1
29600,24,9,270872,3,9,1,8,2,8316000,0,40,0
29601,52,8,312500,5,11,3,12,1,0,0,40,0
29602,18,9,199039,3,8,1,6,2,8316000,0,14,0
29603,25,9,178843,5,13,1,13,1,0,0,15,0
29604,18,9,102182,3,8,1,2,1,0,0,30,0
29605,32,9,242654,5,10,3,6,1,0,15932000,40,0
29606,34,9,153927,3,9,2,8,2,0,0,40,0
29607,24,9,72310,5,10,1,6,2,0,0,43,0
29608,47,7,103406,3,9,2,10,2,0,0,40,0
29609,32,9,167990,6,14,1,14,2,197176000,0,40,1
29610,29,1,522241,5,10,2,1,1,0,0,40,0
29611,38,5,320811,3,9,2,14,2,0,0,50,1
29612,35,9,181020,3,9,1,3,2,0,0,60,0
29613,48,9,55720,5,10,2,5,2,33698000,0,40,0
29614,22,9,238917,3,7,1,8,2,0,0,40,0
29615,34,9,175878,3,9,2,6,1,0,0,40,0
29616,39,9,191103,3,9,1,8,2,0,0,54,0
29617,52,9,30908,3,9,2,12,2,0,0,60,0
29618,23,8,190290,3,9,1,15,2,0,0,40,0
29619,40,9,43711,3,9,1,9,2,0,0,45,0
29620,44,7,150755,5,13,2,11,2,70182000,0,40,0
29621,46,7,87018,5,13,1,14,1,0,0,40,0
29622,50,9,33304,3,9,2,8,2,0,0,40,1
29623,20,9,122166,5,10,1,11,1,0,0,40,0
29624,35,9,306388,3,9,3,6,1,0,0,30,0
29625,47,5,337825,5,10,2,6,2,0,0,45,1
29626,44,7,296326,5,13,1,11,2,0,0,40,0
29627,66,9,146454,5,10,2,6,2,77784000,0,40,1
29628,29,9,148069,5,11,1,11,1,0,0,40,0
29629,41,9,405172,4,12,2,5,2,0,0,40,1
29630,52,9,285224,3,9,2,8,2,0,0,32,0
29631,54,9,200783,5,10,2,6,2,0,0,40,0
29632,35,9,143589,5,13,2,13,1,0,0,40,0
29633,34,4,208068,2,5,2,8,2,0,0,40,0
29634,37,9,420040,1,2,2,12,2,0,0,40,0
29635,78,4,213136,3,9,3,14,2,0,0,24,0
29636,30,9,97723,5,13,2,8,2,0,0,30,0
29637,37,9,172538,3,9,1,9,2,0,0,40,0
29638,49,9,65087,6,14,2,14,2,210336000,0,50,1
29639,56,4,51916,3,9,3,14,2,0,0,50,1
29640,38,4,197365,3,9,2,10,2,0,0,50,0
29641,28,9,52732,2,4,1,8,2,0,0,40,0
29642,28,1,123147,5,10,2,1,1,0,26418000,40,1
29643,43,9,475322,5,10,2,5,2,0,0,50,1
29644,56,5,184598,2,5,2,5,2,0,0,99,0
29645,19,9,143816,5,10,1,9,2,0,0,30,0
29646,63,4,404547,3,9,2,8,2,0,0,30,0
29647,35,9,110538,3,9,2,7,2,0,0,55,0
29648,52,6,311569,6,14,2,14,2,0,0,50,1
29649,32,9,113688,5,11,3,14,1,0,0,50,0
29650,44,4,231348,5,10,2,7,2,0,0,40,1
29651,33,9,251117,1,3,2,9,2,0,0,40,0
29652,64,4,144391,6,14,2,12,2,0,0,40,0
29653,19,9,106273,5,10,1,6,1,0,0,38,0
29654,37,9,37778,5,11,2,6,2,0,0,54,0
29655,23,9,197904,3,9,1,7,1,0,0,35,0
29656,25,9,187540,5,10,1,8,2,0,0,40,0
29657,33,9,225507,3,6,1,7,1,0,0,25,0
29658,36,9,133974,5,11,3,6,1,0,0,40,0
29659,20,9,148409,5,10,1,6,2,14770000,0,20,0
29660,69,9,312653,5,10,2,6,2,0,0,25,0
29661,24,9,152540,5,13,3,5,1,0,0,40,0
29662,27,9,52028,5,13,2,14,1,0,0,40,0
29663,25,6,249214,5,10,1,11,1,0,0,40,0
29664,50,9,143664,5,13,1,14,2,0,0,40,0
29665,26,9,202033,5,13,2,5,2,0,0,40,1
29666,34,9,202046,3,9,2,8,2,0,0,35,1
29667,47,9,123207,3,9,2,11,1,0,0,20,1
29668,62,9,211408,5,11,2,10,2,0,0,40,1
29669,25,9,123095,5,10,1,11,2,0,22260000,40,0
29670,40,9,109762,5,10,3,8,2,0,0,40,0
29671,25,9,195201,3,9,2,6,2,0,0,50,0
29672,67,1,157403,4,15,2,1,2,89852000,0,10,1
29673,39,4,341643,3,9,3,8,2,0,23366000,50,0
29674,53,9,129301,5,10,2,6,2,0,0,45,1
29675,53,9,156148,3,9,1,5,2,0,0,40,0
29676,31,8,30917,5,10,2,4,2,0,0,72,0
29677,49,9,27614,3,9,3,9,1,0,0,40,0
29678,67,1,125926,5,10,2,1,2,0,0,8,0
29679,20,9,528616,1,3,1,7,2,0,0,40,0
29680,25,9,396633,5,10,2,11,1,0,0,56,1
29681,23,8,53245,5,13,1,13,2,0,0,40,0
29682,60,6,204062,6,14,2,13,2,0,0,48,1
29683,59,9,221336,3,6,3,7,1,0,0,40,0
29684,34,9,152667,5,10,2,9,2,0,0,35,0
29685,34,6,177675,5,13,2,14,2,0,0,55,1
29686,40,5,99185,5,13,2,13,2,0,0,60,0
29687,42,9,287244,3,9,2,8,2,0,0,55,0
29688,19,9,97215,5,10,3,6,1,0,0,25,0
29689,36,5,176289,7,16,1,13,1,0,0,40,0
29690,30,9,111415,3,9,2,7,2,0,0,55,0
29691,39,4,208109,3,9,2,5,2,0,0,60,1
29692,45,5,155664,1,3,2,8,2,0,0,40,1
29693,21,9,129172,5,10,1,7,2,0,0,16,0
29694,27,9,134890,5,11,2,8,2,0,0,40,0
29695,40,9,32798,3,9,2,8,1,0,0,45,0
29696,37,6,89491,6,14,3,14,1,0,0,40,0
29697,32,9,202952,3,9,2,11,2,0,0,40,0
29698,51,9,379797,3,6,2,9,2,0,0,40,0
29699,36,5,116133,3,9,1,14,2,0,0,41,0
29700,38,9,165930,5,10,2,14,2,0,0,50,0
29701,19,1,241616,3,9,1,1,2,0,28014000,40,0
29702,33,9,122672,3,9,2,12,2,0,0,50,0
29703,22,1,185357,5,10,1,1,2,0,0,50,0
29704,20,9,225395,2,4,1,9,1,0,0,60,0
29705,37,9,188774,5,13,1,14,2,0,39536000,40,1
29706,23,7,287988,5,13,1,13,2,147280000,0,40,1
29707,24,9,233280,4,12,1,6,1,0,0,37,0
29708,23,9,126550,3,9,1,8,2,0,0,40,0
29709,43,9,116379,3,9,2,14,2,0,0,60,1
29710,39,9,277886,5,13,2,6,1,0,0,30,0
29711,51,9,114758,3,7,2,9,2,0,0,48,1
29712,35,9,189251,3,9,1,9,1,0,0,40,0
29713,22,9,164901,3,7,1,8,2,0,0,40,0
29714,51,9,186338,3,9,2,8,2,0,0,40,1
29715,28,4,214689,3,7,1,8,2,0,0,40,0
29716,25,9,389456,5,10,1,8,2,0,0,30,0
29717,34,9,159589,3,9,2,9,2,0,28714000,40,0
29718,33,9,145434,3,7,1,8,2,0,0,40,0
29719,34,9,454508,5,13,2,13,2,0,0,65,0
29720,24,1,263612,3,9,1,1,1,0,0,40,0
29721,54,9,205337,5,13,1,14,2,0,0,50,1
29722,31,9,142038,3,9,2,8,1,0,0,45,0
29723,30,1,159303,5,13,2,1,1,0,0,4,0
29724,31,9,574005,5,13,2,8,2,0,0,44,1
29725,70,4,37203,6,14,2,13,2,131404000,0,30,1
29726,29,4,267661,5,11,1,12,2,0,0,75,0
29727,43,9,170482,3,9,3,9,1,0,0,44,0
29728,23,9,314539,3,9,2,6,2,0,0,40,0
29729,30,9,234753,5,11,2,14,1,0,0,34,1
29730,64,9,212838,3,9,2,6,2,0,0,65,1
29731,32,9,141410,3,9,2,9,2,0,0,40,0
29732,24,9,176486,5,13,1,7,1,0,0,40,0
29733,25,9,175370,5,10,3,9,1,0,0,40,0
29734,50,9,175804,3,9,2,6,2,0,0,48,0
29735,46,9,181970,5,10,2,8,2,0,0,40,1
29736,47,9,101825,3,9,2,11,1,0,0,40,1
29737,20,9,133352,5,10,1,11,1,0,0,40,0
29738,32,4,443546,3,9,1,8,2,0,0,40,0
29739,29,7,188986,5,11,1,10,1,0,22260000,64,0
29740,26,9,213383,3,9,1,3,2,0,0,40,0
29741,30,9,219838,3,8,3,9,2,0,0,40,0
29742,36,9,206951,5,13,2,6,2,0,26628000,45,1
29743,43,4,136986,5,13,2,14,2,102172000,0,50,1
29744,20,9,221480,5,10,1,10,1,0,0,8,0
29745,61,9,170262,3,9,2,14,1,210336000,0,38,1
29746,32,9,262153,3,7,2,8,2,0,0,40,0
29747,54,9,279337,2,4,2,8,2,0,0,40,0
29748,64,9,321166,5,13,3,6,1,0,0,5,0
29749,47,8,20956,5,13,2,8,2,0,24360000,40,0
29750,37,9,166213,3,9,3,10,2,0,0,40,0
29751,59,5,31359,6,14,2,14,2,210336000,0,80,1
29752,31,9,329172,5,10,3,11,1,0,0,40,0
29753,30,9,188146,3,9,2,9,2,70182000,0,40,0
29754,40,4,335549,4,15,1,13,2,0,34216000,45,1
29755,27,9,389713,5,10,1,6,2,0,0,40,0
29756,20,1,41356,5,11,1,1,1,0,0,40,0
29757,22,9,206974,5,13,1,6,1,0,0,40,0
29758,52,6,40641,3,6,2,8,2,70182000,0,40,0
29759,39,9,33487,3,7,2,9,2,0,0,40,0
29760,54,6,169785,6,14,3,13,1,0,0,38,0
29761,37,9,267085,5,10,2,11,2,0,0,40,0
29762,72,4,298945,5,13,3,12,2,0,0,40,1
29763,33,9,172714,5,11,2,8,2,0,0,40,0
29764,39,9,38145,5,10,2,9,2,0,0,60,0
29765,33,6,55921,5,11,1,4,2,0,0,70,0
29766,62,6,76720,5,13,2,13,1,0,0,40,0
29767,34,9,211948,3,9,3,6,1,0,22260000,40,0
29768,21,9,154835,5,10,1,11,1,0,0,40,0
29769,21,9,190805,3,9,2,3,2,0,0,32,0
29770,23,9,182342,3,9,1,8,2,0,0,40,0
29771,57,9,135796,3,6,2,9,2,0,0,48,0
29772,29,9,144556,3,9,2,9,2,0,0,45,0
29773,36,9,154669,5,13,1,14,2,0,0,55,0
29774,37,9,277347,3,9,2,8,2,0,0,40,1
29775,58,9,98630,6,14,2,13,2,0,0,40,1
29776,45,9,178319,7,16,2,13,2,107632000,0,50,1
29777,61,9,156852,5,11,3,10,1,0,0,8,0
29778,41,9,79864,5,11,1,11,1,0,0,40,0
29779,19,9,292511,5,10,1,7,2,0,0,25,0
29780,22,9,58222,3,9,2,8,2,0,0,40,0
29781,33,9,159888,3,7,2,8,2,0,0,40,0
29782,57,9,322691,5,11,2,8,2,0,0,40,1
29783,50,7,229272,3,9,2,8,2,0,0,40,1
29784,36,9,281021,3,9,1,5,2,0,0,45,0
29785,39,1,103986,3,9,1,1,2,0,22260000,40,0
29786,22,9,126822,5,13,1,11,1,0,0,60,0
29787,17,9,177629,3,7,1,6,1,0,0,20,0
29788,31,9,157640,5,13,2,6,2,107632000,0,55,1
29789,72,9,183616,3,9,2,14,1,0,0,50,0
29790,47,9,20956,3,9,2,8,2,0,0,40,1
29791,31,9,150441,5,10,3,11,1,0,0,50,0
29792,32,9,216145,5,10,1,8,2,65100000,0,45,0
29793,37,7,150566,3,9,3,8,2,0,0,44,0
29794,33,9,35309,5,13,1,14,2,0,0,40,0
29795,60,9,186446,2,4,2,9,1,0,0,40,0
29796,45,9,102096,5,13,2,14,2,0,0,40,1
29797,32,7,479179,3,7,1,4,2,0,0,40,0
29798,45,9,289468,3,7,3,7,1,0,0,40,0
29799,57,4,24473,5,11,2,8,2,0,0,40,1
29800,61,9,477209,2,4,2,12,2,0,0,54,0
29801,56,9,201344,5,10,3,8,1,0,0,38,0
29802,48,9,62605,3,9,3,11,1,0,0,35,0
29803,23,9,37072,5,13,1,6,2,0,0,50,0
29804,38,9,64875,5,10,1,12,2,0,0,60,0
29805,49,9,183013,3,9,2,12,2,0,0,40,0
29806,38,4,589838,3,9,2,8,2,0,0,47,0
29807,22,9,361608,3,9,1,11,1,0,0,40,0
29808,44,9,171256,4,12,3,9,1,0,0,45,0
29809,32,9,257978,5,11,3,10,1,0,0,40,0
29810,63,4,74991,3,9,3,12,2,0,0,60,0
29811,38,9,187046,3,7,2,8,2,0,0,45,0
29812,55,9,202652,5,13,1,14,1,0,0,35,0
29813,30,9,288419,1,3,2,8,2,0,0,40,0
29814,17,9,204018,3,7,1,6,2,0,0,15,0
29815,55,9,209476,6,14,1,13,1,0,0,40,0
29816,33,9,221762,5,10,1,13,2,0,0,40,0
29817,57,9,375502,5,13,2,13,2,0,0,55,1
29818,23,4,216129,4,12,1,8,2,0,0,30,0
29819,39,5,190964,3,9,2,14,2,43918000,0,42,0
29820,28,9,300915,3,9,2,5,2,0,0,60,0
29821,31,9,184307,5,10,3,8,2,0,0,40,0
29822,30,9,154568,5,13,2,8,2,0,0,36,1
29823,49,7,142856,3,9,2,13,2,0,0,40,1
29824,49,9,250733,3,9,2,8,2,0,0,46,0
29825,56,9,337065,2,4,3,12,2,0,0,40,0
29826,42,9,384508,3,7,3,6,2,21084000,0,50,0
29827,28,9,76714,4,15,1,13,2,0,0,55,1
29828,65,1,137354,5,10,2,1,2,0,0,20,0
29829,42,9,341638,3,7,3,8,2,0,0,40,0
29830,52,9,198863,4,15,3,14,2,0,35826000,60,1
29831,39,9,126675,6,14,2,6,2,0,0,50,1
29832,36,9,69481,4,15,2,13,2,0,0,55,1
29833,29,5,130856,3,9,2,14,2,0,0,45,0
29834,47,9,93557,3,9,2,12,2,0,0,40,0
29835,53,9,85423,5,10,2,5,2,0,0,40,1
29836,46,4,254291,5,10,2,6,2,0,0,60,1
29837,25,9,67240,5,13,1,13,2,0,0,35,0
29838,19,9,303652,3,9,1,6,1,0,0,30,0
29839,50,4,334273,5,13,2,6,2,0,0,8,0
29840,46,9,186820,5,10,2,7,1,70182000,0,40,0
29841,31,9,37939,5,10,1,7,2,0,0,40,0
29842,61,9,43904,3,9,3,7,2,0,0,40,0
29843,49,9,166789,3,9,2,11,2,0,0,40,0
29844,44,6,145522,6,14,1,13,1,0,0,40,0
29845,24,8,29591,5,13,1,13,1,0,0,40,0
29846,52,7,295826,6,14,3,13,1,0,26264000,50,0
29847,48,9,164423,3,9,3,9,1,0,0,40,0
29848,26,9,194813,5,10,2,9,2,0,0,40,0
29849,59,9,184553,3,9,2,3,2,0,0,45,0
29850,66,1,190324,3,9,2,1,2,0,0,18,0
29851,55,9,160662,7,16,2,14,2,0,0,80,1
29852,28,9,263728,5,13,2,8,2,0,0,40,0
29853,18,9,230875,3,7,1,11,2,0,0,40,0
29854,34,9,341954,5,13,2,14,2,0,0,40,1
29855,22,9,198148,5,10,1,11,2,0,0,50,0
29856,52,9,129177,5,13,3,7,1,0,39536000,20,1
29857,44,9,160919,3,9,3,7,1,0,0,30,0
29858,59,1,87247,3,6,3,1,1,0,0,40,0
29859,26,9,178037,5,13,1,6,2,0,0,40,0
29860,25,9,254746,5,11,1,11,1,0,0,40,0
29861,39,9,96452,6,14,2,14,2,0,0,55,1
29862,22,9,446140,3,9,1,6,2,0,0,55,0
29863,61,9,160942,6,14,2,6,2,43442000,0,50,0
29864,19,1,194608,5,10,1,1,1,0,0,10,0
29865,27,6,209109,6,14,1,13,2,0,0,35,0
29866,63,1,68954,3,9,3,1,1,0,0,11,0
29867,36,9,150042,3,9,1,11,1,0,0,40,0
29868,27,9,506436,5,10,3,6,1,0,0,40,0
29869,39,9,52978,5,10,3,7,1,0,24094000,55,0
29870,53,8,170354,5,10,2,11,2,0,0,40,1
29871,42,9,29393,5,10,3,9,1,0,0,40,0
29872,47,9,141511,7,16,2,13,2,0,0,60,1
29873,63,9,298113,5,10,3,7,2,0,0,40,0
29874,27,9,102889,5,10,3,9,1,0,0,40,0
29875,20,1,203353,5,10,1,1,1,0,0,40,0
29876,31,9,169085,3,7,2,6,1,0,0,20,0
29877,34,4,304622,5,13,3,13,1,0,0,50,0
29878,38,9,210438,3,9,2,9,2,0,0,40,1
29879,40,9,71305,3,9,2,7,2,0,0,40,0
29880,37,9,486194,5,10,1,14,2,0,0,50,0
29881,40,9,151504,3,9,2,5,2,0,0,50,0
29882,34,6,35683,4,12,3,11,1,0,0,10,0
29883,53,5,137815,5,10,3,14,2,0,0,40,1
29884,32,9,36467,4,12,2,11,2,0,0,45,1
29885,27,1,214695,5,13,2,1,2,0,0,30,0
29886,46,9,168191,3,9,3,8,2,0,0,2,0
29887,45,9,128141,3,7,3,10,1,0,0,40,0
29888,32,9,226010,3,9,2,8,2,0,0,60,0
29889,41,7,363591,5,11,2,14,2,0,0,40,0
29890,51,4,88528,4,12,3,14,1,0,0,99,0
29891,41,8,186601,3,9,3,14,1,0,0,40,0
29892,54,9,343333,5,13,3,11,1,0,0,80,1
29893,37,9,305379,5,13,2,14,2,0,0,50,1
29894,20,9,374116,3,7,1,6,1,0,0,40,0
29895,36,9,177285,5,11,1,13,1,0,0,38,0
29896,58,9,177368,3,9,2,8,2,43918000,0,16,0
29897,31,9,237824,3,9,2,2,1,0,0,60,0
29898,21,9,212114,5,10,1,13,1,0,0,8,0
29899,68,1,180082,3,9,2,1,2,0,0,23,0
29900,41,6,193524,4,12,2,10,2,0,0,40,1
29901,36,9,226013,3,9,2,9,2,72492000,0,40,1
29902,51,6,96678,6,14,2,13,2,0,0,60,0
29903,20,7,113588,3,9,1,10,1,0,0,24,0
29904,37,9,152307,5,10,2,9,2,0,0,40,1
29905,24,9,448026,5,13,1,6,2,0,0,40,0
29906,40,6,225660,5,13,1,4,1,0,0,40,0
29907,28,9,173483,5,13,2,13,1,70182000,0,20,0
29908,41,9,221172,5,13,1,14,2,0,0,40,0
29909,44,7,141858,4,15,2,13,2,210336000,0,75,1
29910,51,6,259646,6,14,3,14,1,0,0,40,0
29911,57,8,337895,5,13,2,13,2,0,0,40,1
29912,27,8,214385,3,9,1,11,1,0,0,40,0
29913,39,9,184801,5,13,2,13,2,0,0,40,1
29914,37,9,178948,5,13,2,14,1,107632000,0,45,1
29915,43,9,81243,5,13,3,10,2,0,26264000,40,0
29916,24,9,227070,3,6,2,9,1,0,0,40,0
29917,44,9,90582,5,13,2,8,2,0,0,50,1
29918,48,7,353824,3,9,2,4,2,0,0,72,1
29919,19,9,184737,3,9,1,7,1,0,24094000,40,0
29920,30,9,143526,5,13,1,6,2,0,0,40,0
29921,36,9,171393,5,13,2,14,2,0,26418000,40,1
29922,24,9,193416,4,12,1,7,1,0,0,3,0
29923,43,9,115178,5,13,3,13,1,0,0,43,1
29924,39,9,99270,3,9,3,11,1,0,0,40,0
29925,42,6,246862,5,10,3,10,1,46550000,0,40,0
29926,53,5,195398,5,10,2,6,2,0,26418000,48,1
29927,52,9,164530,3,7,3,9,1,0,0,20,0
29928,34,4,313729,5,10,2,12,2,0,0,50,0
29929,25,9,33610,3,9,1,3,2,0,0,45,0
29930,67,5,171564,3,9,2,13,1,280714000,0,30,1
29931,43,5,150533,3,9,2,6,2,0,0,68,1
29932,57,9,73051,5,13,2,14,2,0,0,40,0
29933,20,9,113511,3,7,1,5,2,0,0,40,0
29934,17,9,91931,3,7,1,6,1,0,0,23,0
29935,49,1,271346,5,13,2,1,2,210336000,0,60,1
29936,33,9,123833,2,5,2,9,2,0,0,40,0
29937,35,9,92440,3,8,3,8,2,0,0,50,1
29938,26,9,135845,5,10,1,6,1,0,0,37,0
29939,27,9,193898,5,13,2,6,2,0,0,45,1
29940,69,9,188643,3,9,3,11,1,0,20006000,30,0
29941,28,9,194690,3,9,2,8,2,0,0,40,0
29942,29,9,367706,5,10,1,11,2,0,0,40,0
29943,42,9,32080,3,9,3,9,1,0,0,40,0
29944,47,9,183186,5,13,2,14,2,0,0,60,1
29945,52,9,249196,4,12,2,14,2,0,0,55,1
29946,39,9,206520,3,9,1,11,2,0,0,45,0
29947,29,9,140863,5,10,2,10,2,0,0,40,0
29948,28,9,157391,5,13,1,6,1,0,0,40,0
29949,18,9,113814,3,9,1,12,2,0,0,40,0
29950,40,9,179508,3,9,2,9,2,0,0,55,0
29951,54,8,332243,3,8,2,11,2,0,0,40,0
29952,32,9,93699,3,9,3,9,1,0,0,40,0
29953,32,4,112115,5,13,2,13,2,107632000,0,40,1
29954,24,9,143436,5,13,1,13,1,0,0,10,0
29955,53,9,48343,3,9,2,5,2,0,26628000,40,1
29956,33,9,97939,4,12,3,9,1,0,0,42,0
29957,64,9,119506,3,9,3,7,1,0,0,15,0
29958,26,9,167848,3,9,1,9,2,0,0,40,0
29959,32,7,71151,5,13,2,10,2,0,0,20,0
29960,25,9,211392,3,9,1,7,2,0,0,48,0
29961,36,9,194905,5,13,3,13,1,0,0,44,0
