id,Umur,Kelas Pekerja,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu
44227,18,1,240183,3,9,1,1,1,0,0,45
44228,47,9,200734,3,9,3,2,1,0,0,50
44229,24,1,287413,3,9,1,1,2,0,0,60
44230,28,9,124905,2,4,2,8,2,0,0,30
44231,46,6,180010,5,13,2,13,1,0,0,40
44232,28,9,114158,5,13,1,13,1,0,0,15
44233,70,1,410980,5,10,2,1,2,0,0,10
44234,25,1,34161,3,8,3,1,1,0,0,30
44235,47,9,112791,3,9,2,4,2,0,0,40
44236,28,7,149624,5,13,2,13,2,0,0,40
44237,23,9,119665,3,9,1,11,2,0,0,60
44238,20,9,155775,3,9,1,8,2,0,0,30
44239,59,9,35723,5,13,2,12,2,1399986000,0,40
44240,37,9,105044,5,13,2,13,2,0,0,40
44241,60,9,495366,3,9,3,11,1,0,0,38
44242,38,9,73471,5,10,2,6,2,0,0,50
44243,22,9,122272,5,13,1,11,1,0,0,35
44244,46,6,329752,3,7,2,5,2,0,0,30
44245,60,8,49921,2,5,3,7,1,0,0,40
44246,30,9,396538,3,9,3,14,1,0,0,29
44247,37,9,202662,3,6,3,5,2,0,0,40
44248,39,8,33289,3,9,3,13,1,0,0,60
44249,37,9,172232,3,9,3,7,1,0,0,30
44250,42,9,191149,3,9,2,6,1,0,0,40
44251,31,9,192660,5,11,1,11,1,0,0,30
44252,73,9,26248,2,4,2,6,2,0,0,30
44253,27,9,110648,5,13,1,10,2,0,0,40
44254,59,9,264048,3,9,2,5,2,0,0,35
44255,53,9,142717,5,13,3,11,1,0,0,40
44256,24,9,116358,3,9,1,11,2,0,32746000,40
44257,35,9,102946,5,10,1,6,1,0,23366000,45
44258,48,6,273402,2,4,2,5,2,0,26628000,40
44259,38,9,161141,3,9,3,5,2,0,0,40
44260,22,9,351952,5,10,1,11,1,0,0,38
44261,45,6,236586,6,14,2,13,2,107632000,0,55
44262,20,9,234663,3,9,1,3,2,0,0,30
44263,42,9,334522,3,9,2,3,2,0,0,40
44264,61,4,127198,3,9,2,8,2,0,0,40
44265,36,9,389725,5,13,2,10,2,102172000,0,40
44266,38,9,175268,5,13,2,11,2,0,0,50
44267,35,9,179481,5,13,2,14,2,0,0,60
44268,39,9,337778,5,10,3,6,2,65100000,0,40
44269,42,9,230959,5,13,2,11,1,0,26418000,40
44270,58,1,37591,5,13,3,1,1,0,0,40
44271,29,1,125159,5,10,1,1,2,0,0,36
44272,22,9,193190,3,9,1,7,1,0,0,40
44273,34,9,159303,6,14,1,13,1,0,0,30
44274,22,9,59184,3,9,1,9,2,0,0,30
44275,41,9,112763,4,15,2,13,1,0,0,40
44276,38,9,242720,6,14,2,13,2,0,0,35
44277,48,9,46580,3,9,3,13,1,0,0,40
44278,32,6,318647,3,9,2,4,2,0,0,36
44279,28,9,388112,1,2,1,12,2,0,0,77
44280,38,9,204501,5,13,2,14,2,0,0,55
44281,37,4,33394,3,9,2,12,2,0,0,70
44282,28,4,176027,3,9,1,7,1,0,0,28
44283,46,4,135339,3,9,2,8,2,0,0,45
44284,24,9,182163,3,7,1,11,1,0,0,40
44285,25,9,179599,2,5,1,9,1,0,0,38
44286,29,9,255364,5,10,3,7,2,8316000,0,24
44287,18,9,205004,5,10,1,7,2,0,0,26
44288,34,9,57426,5,13,1,6,2,0,0,45
44289,63,1,321403,2,5,3,1,2,0,0,40
44290,46,9,106092,3,9,2,14,2,0,0,45
44291,32,9,157747,5,10,2,10,2,0,0,45
44292,32,9,249550,5,10,1,13,2,0,0,44
44293,18,9,197600,3,7,1,3,2,0,0,20
44294,63,9,697806,3,9,2,5,2,0,0,60
44295,40,7,258589,6,14,1,8,2,0,0,80
44296,50,4,61735,5,10,2,7,2,0,0,25
44297,18,9,184016,3,7,1,6,1,0,0,20
44298,35,4,147258,5,11,1,12,2,0,0,65
44299,33,7,25806,7,16,2,13,2,0,0,20
44300,17,9,231438,3,7,1,11,1,0,0,12
44301,28,1,241580,3,9,3,1,1,0,0,55
44302,34,5,223267,3,9,2,8,2,39606000,0,78
44303,21,9,434710,5,10,1,6,1,0,0,15
44304,42,9,120837,3,9,3,12,2,0,0,50
44305,85,9,188328,6,14,3,13,1,0,0,5
44306,76,9,125784,5,13,2,14,2,0,0,40
44307,90,1,256514,5,13,3,1,1,13874000,0,10
44308,39,9,186719,5,10,3,8,1,0,0,25
44309,34,9,226883,3,9,3,8,2,0,0,40
44310,29,9,107108,5,10,2,11,2,0,0,40
44311,42,9,202872,3,9,2,11,1,0,0,36
44312,59,9,108765,3,9,2,5,2,0,0,50
44313,21,1,199177,3,9,1,1,1,0,0,40
44314,20,1,347292,3,9,1,1,2,0,0,32
44315,42,9,76487,3,9,2,11,2,0,0,45
44316,51,5,258735,3,9,3,4,2,0,0,81
44317,20,1,265434,5,10,1,1,1,0,0,10
44318,35,9,241998,3,9,1,6,2,67018000,0,40
44319,19,9,139466,5,10,1,6,1,0,0,25
44320,46,9,129007,3,9,2,5,2,0,0,41
44321,21,6,176998,3,9,1,13,2,0,0,40
44322,37,9,254202,5,13,2,6,2,0,0,50
44323,43,9,108126,3,9,3,7,1,0,24668000,24
44324,41,4,229148,3,9,1,7,2,0,0,60
44325,27,9,81540,3,9,2,8,2,0,0,40
44326,19,9,57206,3,9,1,6,1,0,0,20
44327,53,9,158746,5,10,2,10,2,0,0,40
44328,47,1,175530,1,3,3,1,1,0,0,56
44329,21,9,120326,5,10,1,11,1,0,0,40
44330,44,9,193524,5,10,2,13,2,0,0,40
44331,21,9,163870,5,10,1,6,2,0,0,40
44332,30,9,53285,3,9,2,6,2,0,0,52
44333,38,9,210610,4,12,2,10,2,0,0,40
44334,48,9,125933,5,10,3,14,1,0,23366000,38
44335,60,9,27886,2,4,3,7,2,0,0,40
44336,28,9,64307,2,4,2,8,2,0,0,40
44337,48,1,184513,5,13,2,1,2,0,0,80
44338,25,9,190107,3,9,2,8,2,0,0,40
44339,42,9,42346,3,9,3,14,1,0,0,35
44340,56,4,179594,3,9,2,14,2,0,0,48
44341,73,4,102510,2,4,2,12,2,89852000,0,99
44342,29,9,254450,5,11,1,10,1,0,0,40
44343,43,1,96321,3,9,2,1,2,0,0,40
44344,50,9,46401,5,13,2,6,1,0,0,20
44345,36,5,176837,5,10,2,8,2,102172000,0,45
44346,56,9,294209,3,9,3,13,1,0,0,48
44347,36,6,491000,4,12,1,13,2,0,0,40
44348,51,6,174861,5,10,2,4,2,0,0,40
44349,41,9,171231,5,10,2,8,2,0,0,40
44350,36,4,257250,2,4,1,12,2,0,0,75
44351,72,9,163921,5,10,3,11,1,0,0,20
44352,36,9,256636,3,9,3,14,2,0,0,40
44353,39,9,245665,4,12,3,13,2,0,0,60
44354,39,4,190023,5,13,2,6,2,0,0,60
44355,28,9,308709,5,13,1,6,1,0,0,48
44356,44,9,112797,2,5,3,7,1,0,0,50
44357,29,9,212102,3,9,3,7,1,0,0,30
44358,31,6,164243,3,9,2,4,2,0,0,55
44359,34,9,226702,5,10,2,8,2,0,0,40
44360,28,9,132191,3,9,2,5,2,0,0,45
44361,30,6,125159,5,13,1,13,2,197176000,0,45
44362,40,9,408229,1,2,1,7,2,0,0,45
44363,54,9,168621,3,9,2,8,2,0,0,40
44364,39,4,222204,5,10,3,7,1,46550000,0,40
44365,26,9,284343,5,13,1,13,2,0,0,50
44366,18,1,91670,5,10,1,1,1,0,0,40
44367,39,9,114678,3,9,3,7,1,76370000,0,40
44368,38,9,186531,3,9,1,9,2,0,0,40
44369,24,7,197731,3,9,2,5,2,0,0,49
44370,18,9,39302,3,8,1,7,1,0,0,12
44371,33,4,272359,5,13,2,6,2,102172000,0,80
44372,47,6,204698,6,14,2,13,2,0,0,40
44373,50,4,131982,3,9,2,7,2,0,0,60
44374,24,9,186648,4,12,1,6,2,0,0,25
44375,38,7,54911,5,10,3,10,1,0,0,10
44376,32,9,210562,5,11,3,8,2,0,0,46
44377,36,9,89202,5,11,2,14,2,0,0,50
44378,44,9,99212,5,10,2,9,2,0,0,35
44379,23,9,214236,3,9,1,11,1,0,0,40
44380,49,9,181363,6,14,2,14,2,0,0,45
44381,59,6,236426,4,12,3,13,1,0,0,50
44382,18,9,115725,3,7,1,7,1,0,0,12
44383,21,9,97214,3,9,1,11,1,0,0,35
44384,51,9,138852,3,6,2,8,2,0,0,50
44385,41,7,52131,3,9,3,13,2,0,0,40
44386,18,9,414721,3,7,1,7,2,0,22428000,23
44387,23,7,170091,5,10,1,13,1,0,0,6
44388,33,9,155781,4,15,1,13,2,0,0,40
44389,56,9,68452,3,9,3,9,1,0,0,40
44390,29,9,203833,5,13,1,13,2,0,0,40
44391,51,9,215854,5,13,3,13,1,0,0,50
44392,35,9,177449,5,13,2,6,2,0,26418000,52
44393,37,9,284582,6,14,2,14,1,0,0,40
44394,33,9,199227,5,13,2,14,2,0,0,55
44395,38,9,234901,6,14,2,14,2,0,27678000,60
44396,43,8,594194,3,9,2,8,2,0,0,40
44397,18,9,92864,3,8,1,7,1,0,0,20
44398,62,9,174711,3,9,1,11,1,0,0,32
44399,53,6,204397,3,9,2,14,2,0,0,60
44400,52,9,191529,5,10,2,14,2,0,24360000,60
44401,35,9,289148,3,9,1,9,1,0,0,40
44402,20,9,173736,2,5,1,9,2,0,0,40
44403,59,9,109567,3,9,2,5,2,0,0,55
44404,42,9,183096,5,10,3,14,1,0,0,40
44405,35,9,248694,3,9,3,8,2,0,0,40
44406,37,4,121510,3,9,3,14,2,0,0,55
44407,52,9,122109,3,9,1,13,1,0,4522000,40
44408,60,9,81578,2,5,2,6,2,0,0,40
44409,42,9,66755,2,4,2,8,2,0,0,40
44410,33,9,100882,6,14,1,14,2,0,0,40
44411,18,9,36882,3,9,1,11,1,0,0,20
44412,23,9,315065,5,10,1,7,2,0,0,35
44413,35,9,102976,3,9,3,14,2,0,0,50
44414,55,9,174533,6,14,1,13,1,0,0,40
44415,26,9,118736,5,13,1,13,1,0,0,20
44416,64,7,417543,7,16,3,13,2,120596000,0,50
44417,19,9,43285,5,10,1,11,1,0,0,20
44418,21,9,205838,3,9,1,7,2,0,0,37
44419,60,6,149281,3,9,2,4,2,0,0,40
44420,19,9,571853,3,9,1,7,2,0,0,30
44421,30,9,270577,3,9,3,11,1,0,0,40
44422,22,1,191561,5,10,2,1,1,0,0,30
44423,37,9,233490,3,9,1,12,2,0,0,50
44424,34,9,253438,5,10,2,14,2,0,0,60
44425,24,9,194247,5,13,1,6,2,0,0,40
44426,36,7,137421,5,11,2,10,2,0,0,37
44427,24,9,283092,3,9,1,11,2,0,0,40
44428,22,7,190625,5,13,2,14,2,0,0,20
44429,39,9,184659,3,9,2,9,2,0,0,40
44430,20,9,165097,5,10,1,14,2,0,28014000,40
44431,63,9,181153,3,9,2,6,2,0,0,50
44432,48,4,104790,3,7,2,12,2,0,0,50
44433,31,9,158545,3,9,2,11,1,0,0,27
44434,26,4,33016,5,11,3,7,1,0,0,55
44435,24,1,152719,5,10,1,1,1,0,0,15
44436,41,9,43945,2,4,2,8,2,0,0,40
44437,26,9,168403,3,9,2,3,2,0,0,40
44438,40,9,105936,3,9,2,6,1,70182000,0,20
44439,29,9,175639,5,10,3,7,1,0,0,28
44440,47,9,180551,5,10,2,5,2,0,0,50
44441,19,1,263224,3,7,1,1,1,0,0,30
44442,36,9,75826,5,13,3,11,1,0,0,40
44443,69,1,320280,5,10,1,1,2,25872000,0,1
44444,51,9,114520,3,9,3,6,2,0,0,16
44445,53,8,173093,5,10,2,14,1,0,26418000,40
44446,48,6,115497,5,10,2,14,2,0,0,40
44447,40,9,313945,5,10,2,8,2,0,0,40
44448,32,9,205390,3,9,2,6,2,0,0,49
44449,38,4,140583,6,14,2,12,2,0,0,70
44450,49,7,133917,7,16,2,13,2,0,26628000,60
44451,42,9,23157,5,13,2,13,2,0,0,50
44452,79,9,121318,5,10,2,11,2,0,0,20
44453,19,9,294029,3,7,1,6,1,0,0,32
44454,39,9,241998,3,9,1,8,2,0,0,40
44455,49,9,122066,3,9,2,14,2,0,0,30
44456,62,4,320376,3,9,2,6,1,0,0,48
44457,30,9,226396,3,9,2,7,1,0,0,30
44458,47,9,190139,6,14,2,14,2,0,0,40
44459,35,8,23892,3,9,3,13,1,0,0,40
44460,26,9,383306,3,8,2,8,2,0,0,40
44461,36,5,306156,5,10,2,6,2,210336000,0,60
44462,35,9,194404,5,13,2,13,2,0,0,40
44463,32,9,43403,5,10,3,12,1,0,22260000,54
44464,27,9,391468,3,7,3,8,2,0,0,40
44465,70,1,135339,5,13,2,1,2,0,0,40
44466,47,9,361390,3,6,2,9,2,56896000,0,40
44467,37,9,203070,5,10,3,11,2,0,0,62
44468,38,9,213512,5,10,2,6,2,0,0,50
44469,35,9,102976,6,14,1,14,2,0,0,40
44470,48,9,216292,3,9,2,12,2,0,0,43
44471,51,9,143822,3,9,2,6,2,0,0,50
44472,25,9,60358,5,10,1,6,2,0,0,40
44473,38,9,28738,5,10,1,11,1,0,0,40
44474,23,9,162228,3,9,1,5,2,0,0,40
44475,23,1,99399,5,10,1,1,1,0,0,25
44476,44,9,116632,5,10,2,13,2,0,0,40
44477,41,4,143129,5,13,3,14,1,0,0,40
44478,31,1,213771,3,9,3,1,1,0,0,36
44479,62,9,205643,4,15,2,8,2,0,0,45
44480,61,8,229062,5,10,2,11,2,0,26418000,40
44481,42,9,107276,5,10,1,14,1,0,34216000,40
44482,27,9,205188,3,6,2,9,2,0,0,40
44483,22,7,34310,5,10,1,5,2,0,0,25
44484,37,6,76845,6,14,1,13,2,0,0,40
44485,35,9,185084,3,9,2,3,2,0,0,48
44486,29,6,188278,5,10,2,13,2,0,0,40
44487,24,9,149457,5,10,1,11,1,0,0,40
44488,39,9,129597,5,13,2,6,2,48496000,0,40
44489,44,9,123983,5,13,3,7,2,0,0,40
44490,49,4,189123,3,9,2,8,2,70182000,0,50
44491,49,4,77404,5,10,2,6,2,0,0,44
44492,55,1,52267,6,14,2,1,2,0,0,18
44493,18,1,169882,5,10,1,1,1,8316000,0,15
44494,37,9,29145,5,11,1,7,2,0,0,40
44495,36,7,168894,5,11,2,4,1,0,0,40
44496,41,5,117721,5,10,2,12,2,0,0,65
44497,30,6,182926,5,10,2,4,2,210336000,0,40
44498,50,9,180439,5,10,2,7,2,0,0,33
44499,29,8,37933,5,10,1,11,1,30436000,0,40
44500,57,4,118806,1,2,3,8,1,0,22428000,45
44501,24,9,172987,5,13,2,10,2,0,0,50
44502,30,9,211028,3,9,1,11,1,0,0,45
44503,36,9,224566,4,12,1,13,2,0,23366000,45
44504,30,8,49398,5,13,2,13,2,0,0,40
44505,53,1,199665,5,13,2,1,2,0,0,30
44506,37,9,162424,3,9,2,8,2,0,0,45
44507,61,5,103575,4,15,2,14,2,1399986000,0,40
44508,23,9,212407,5,13,1,3,2,0,0,25
44509,23,9,163665,5,10,1,6,1,0,0,15
44510,20,9,70708,3,9,2,3,2,0,0,60
44511,36,9,321733,5,13,3,14,2,0,24374000,40
44512,20,9,170038,3,9,1,6,1,0,0,40
44513,66,4,212456,3,9,3,8,2,0,0,20
44514,47,9,192053,3,9,3,5,2,0,22260000,40
44515,35,9,245372,3,9,2,8,2,0,0,40
44516,47,8,197332,5,13,3,13,2,0,0,40
44517,47,9,185041,5,10,2,8,2,102172000,0,40
44518,37,9,197429,3,9,2,3,2,0,0,45
44519,45,4,247379,3,9,2,8,2,0,0,40
44520,34,9,409622,1,3,2,8,2,0,0,40
44521,51,9,202752,3,9,1,8,2,0,0,40
44522,45,9,154174,3,9,2,8,2,0,0,50
44523,38,9,55899,5,13,3,11,1,0,0,40
44524,32,9,339482,1,3,3,12,2,0,0,60
44525,43,9,129573,3,9,1,6,1,0,0,44
44526,56,9,160932,3,9,2,5,2,0,0,44
44527,46,6,160187,6,14,3,14,1,0,0,35
44528,33,9,183000,5,10,1,7,2,0,0,24
44529,42,9,124692,5,13,2,14,2,0,0,45
44530,28,9,171067,3,9,1,3,1,0,0,40
44531,39,6,32587,5,10,2,14,2,0,20790000,40
44532,31,9,123273,3,9,1,6,1,0,0,40
44533,28,9,245790,3,9,1,8,2,0,0,40
44534,32,9,173351,3,9,2,8,2,0,0,48
44535,67,1,81761,6,14,2,1,2,0,0,2
44536,65,9,171584,5,13,1,14,2,0,0,40
44537,24,9,229773,3,9,1,9,2,0,0,40
44538,42,7,119008,4,12,3,10,1,0,27636000,40
44539,54,9,240358,6,14,2,14,2,0,0,40
44540,26,9,195067,5,13,2,6,2,0,0,40
44541,32,9,86808,5,10,1,7,1,0,0,38
44542,31,9,175509,5,13,1,13,2,0,0,50
44543,19,9,382738,3,9,1,7,1,0,0,40
44544,61,9,98350,1,1,2,7,2,0,0,40
44545,31,9,269654,5,13,1,6,2,0,0,48
44546,17,9,116267,3,8,1,8,2,0,0,15
44547,28,9,82531,5,10,1,7,2,0,0,40
44548,37,9,259882,5,11,1,6,1,0,0,6
44549,37,6,189878,5,10,2,4,2,0,0,60
44550,57,4,287229,3,9,2,8,2,0,0,48
44551,36,6,74593,5,10,2,14,2,0,0,40
44552,24,7,330836,3,9,2,4,2,0,0,40
44553,54,5,304955,3,9,2,14,2,0,0,30
44554,30,9,446358,3,9,1,11,2,0,0,41
44555,53,4,162576,2,4,2,10,2,0,0,99
44556,69,4,30951,5,11,2,14,2,0,0,20
44557,35,9,204527,6,14,1,8,2,0,0,50
44558,67,9,222899,5,11,3,13,1,0,0,40
44559,30,9,283767,3,9,2,11,2,0,0,40
44560,39,9,172186,3,9,2,7,2,70182000,0,40
44561,28,9,142712,4,12,2,6,2,0,0,37
44562,18,9,177578,3,9,1,6,1,0,0,38
44563,33,9,147700,3,9,2,8,2,0,0,40
44564,45,9,196584,5,11,1,13,1,0,21896000,40
44565,34,9,112564,3,9,2,5,2,0,0,45
44566,40,9,165309,5,10,2,5,2,0,0,43
44567,46,9,96773,3,9,2,8,2,0,0,40
44568,58,1,99131,3,9,2,1,1,102172000,0,40
44569,61,6,192085,3,9,2,5,2,0,0,15
44570,57,4,192869,3,9,2,12,2,0,0,72
44571,35,9,186819,5,13,2,10,2,0,0,48
44572,73,4,300404,5,10,2,6,2,0,0,6
44573,62,6,206063,5,10,3,7,2,0,0,45
44574,59,9,183606,3,7,2,9,2,0,0,40
44575,37,9,167482,3,9,1,9,2,0,0,40
44576,26,9,140434,5,10,3,6,2,0,0,45
44577,26,9,285367,5,11,1,11,2,61824000,0,28
44578,41,9,197093,5,13,3,13,2,0,0,40
44579,54,5,196328,5,13,2,6,2,0,0,40
44580,74,8,39890,5,10,3,5,1,0,0,18
44581,59,9,146013,5,10,2,6,2,56896000,0,40
44582,40,9,199018,5,13,2,11,2,0,0,40
44583,39,9,370585,3,9,3,9,2,0,0,40
44584,27,9,104423,3,9,1,9,2,0,0,40
44585,27,9,203160,3,9,2,9,2,0,0,40
44586,42,9,31387,7,16,2,13,1,0,0,40
44587,29,9,107812,5,10,1,13,2,0,0,15
44588,20,9,60639,5,10,1,6,1,0,0,28
44589,35,9,200426,5,11,2,13,1,0,0,44
44590,32,4,134737,5,13,2,9,2,0,0,70
44591,29,9,102875,3,7,2,3,2,0,0,20
44592,22,9,440969,5,10,1,7,1,0,0,24
44593,19,9,357059,3,9,1,11,1,0,0,35
44594,36,9,269784,3,6,3,3,1,0,0,40
44595,31,9,451744,3,9,1,8,2,0,0,50
44596,27,9,202206,3,7,3,12,2,0,0,40
44597,90,9,139660,5,10,3,6,1,0,0,37
44598,26,9,150062,3,9,2,6,2,0,0,50
44599,38,9,176458,3,9,3,7,1,0,0,35
44600,33,8,129707,5,10,1,14,2,0,0,50
44601,28,4,146735,7,16,2,13,2,0,0,50
44602,26,9,200639,5,10,2,9,2,0,0,40
44603,21,9,203178,3,9,1,6,1,0,0,35
44604,54,8,21698,5,13,3,14,1,0,0,40
44605,29,9,53448,3,8,2,7,2,0,0,50
44606,17,9,208967,3,7,1,6,1,0,0,24
44607,37,9,264700,3,9,2,10,1,0,0,35
44608,43,6,487770,3,6,2,7,2,0,0,40
44609,49,7,102308,5,13,2,13,2,0,0,42
44610,61,6,224711,5,13,1,13,1,0,0,63
44611,23,9,192978,3,9,2,3,2,0,0,40
44612,34,9,141841,3,9,3,8,2,0,0,40
44613,58,9,236731,1,2,2,7,2,0,0,40
44614,31,9,373903,5,13,2,11,2,0,0,40
44615,30,7,45737,5,10,1,11,1,0,0,40
44616,43,6,135056,3,9,3,11,1,0,0,35
44617,51,5,98980,3,9,2,14,2,0,0,99
44618,33,9,232475,3,9,2,8,2,0,0,40
44619,20,9,163665,4,12,1,11,1,0,0,15
44620,46,9,102308,3,9,2,3,2,0,0,56
44621,38,9,279315,3,9,1,7,2,0,0,40
44622,75,9,200068,5,10,2,14,2,0,0,35
44623,43,9,118001,2,4,3,12,2,0,0,40
44624,54,9,177675,3,9,3,11,1,0,0,42
44625,36,9,220237,6,14,3,14,2,0,0,50
44626,49,9,27898,3,9,2,14,2,0,27678000,55
44627,63,9,117681,3,9,3,12,2,0,0,25
44628,45,5,188694,4,15,2,13,2,0,0,50
44629,31,9,119432,5,13,2,6,2,0,0,40
44630,27,9,217530,3,9,1,6,1,0,0,45
44631,35,9,241998,5,13,2,14,2,0,0,45
44632,31,9,167725,5,13,2,13,2,210336000,0,48
44633,22,9,418405,5,10,2,8,2,0,0,40
44634,32,6,186784,5,13,2,13,1,70182000,0,45
44635,57,1,182836,5,10,2,1,1,43442000,0,40
44636,28,6,401886,3,9,1,11,2,0,0,20
44637,23,1,164574,4,12,1,1,2,0,0,40
44638,51,9,467611,2,5,2,12,2,0,0,40
44639,57,7,250976,3,9,2,8,2,0,0,40
44640,35,9,243409,5,10,2,5,2,0,0,40
44641,52,6,175339,5,13,2,4,2,0,0,40
44642,37,6,347136,5,10,3,11,1,0,0,44
44643,29,9,327766,5,10,3,14,2,0,0,55
44644,21,9,225541,5,10,1,11,1,0,0,40
44645,32,9,235124,3,8,3,7,2,0,0,30
44646,23,9,201680,3,8,2,8,2,0,0,40
44647,57,9,87317,3,6,3,11,1,0,0,8
44648,41,9,193524,3,9,2,8,2,0,20790000,40
44649,79,1,48574,2,4,3,1,2,0,0,40
44650,57,9,262642,3,9,1,11,1,0,0,40
44651,62,9,345780,5,11,3,7,2,0,0,40
44652,48,9,161187,3,9,1,11,1,34482000,0,40
44653,38,4,201328,2,4,2,12,2,0,0,56
44654,24,9,176389,5,13,1,8,2,0,0,40
44655,39,9,312271,5,10,2,6,2,0,0,60
44656,53,6,163815,3,7,2,7,2,0,30506000,41
44657,45,9,261278,5,13,2,13,1,72492000,0,40
44658,47,9,242559,5,10,3,9,1,0,19712000,40
44659,30,6,102130,5,10,2,8,2,0,0,40
44660,42,9,196158,5,10,3,7,1,120596000,0,52
44661,48,9,38950,5,13,2,14,2,210336000,0,50
44662,61,9,185152,3,7,3,7,2,0,0,40
44663,26,9,152924,5,10,2,11,1,0,0,40
44664,50,9,43764,7,16,2,13,2,210336000,0,50
44665,31,9,189461,4,12,3,11,1,0,0,41
44666,55,9,303090,3,9,2,8,2,0,23408000,45
44667,67,5,22313,5,10,2,6,2,280714000,0,40
44668,27,9,180271,3,9,2,9,2,0,0,43
44669,32,4,129497,5,10,2,8,2,0,0,55
44670,22,9,137876,5,10,1,4,2,0,0,20
44671,27,4,189030,5,13,1,6,2,0,0,40
44672,51,6,116286,6,14,2,13,2,0,0,60
44673,29,9,51944,3,9,2,7,1,61404000,0,40
44674,23,9,442274,3,8,1,11,2,0,0,40
44675,53,8,314871,5,10,3,11,1,0,0,40
44676,37,9,125550,3,9,3,6,1,0,0,60
44677,28,9,55360,3,9,1,6,2,0,0,40
44678,27,9,168827,3,9,2,9,2,0,0,40
44679,18,5,147612,3,9,1,12,1,0,0,8
44680,47,9,177858,5,13,2,14,1,389592000,0,60
44681,69,9,295425,4,12,2,14,2,0,0,24
44682,39,9,108140,3,9,2,6,2,0,0,40
44683,41,9,207375,3,9,1,6,1,0,0,50
44684,29,9,189565,3,9,3,4,2,0,0,40
44685,38,9,367260,7,16,2,11,2,0,0,40
44686,45,9,54260,3,9,1,12,2,0,0,60
44687,23,9,45713,5,10,1,8,2,0,0,40
44688,46,9,28419,4,15,2,13,2,1399986000,0,50
44689,21,9,278254,5,10,1,3,2,0,0,40
44690,37,9,103925,5,10,1,10,1,0,0,40
44691,66,9,142501,3,9,1,7,1,0,0,3
44692,23,9,318483,3,9,1,6,2,0,0,40
44693,18,1,30246,5,10,1,1,1,0,0,20
44694,20,9,180497,3,9,1,7,1,0,0,40
44695,45,9,216414,5,13,2,11,2,107632000,0,50
44696,34,7,595000,6,14,2,13,1,0,0,40
44697,48,9,109832,6,14,2,13,2,0,26628000,40
44698,38,9,331395,5,13,2,6,2,0,0,38
44699,50,9,150876,3,9,2,14,2,0,26418000,55
44700,26,9,188703,6,14,1,13,1,0,0,40
44701,68,1,353524,2,4,2,1,2,0,0,60
44702,51,6,153908,6,14,3,14,1,0,0,40
44703,50,9,248619,3,9,2,8,2,0,0,40
44704,40,8,39137,6,14,1,13,2,0,0,40
44705,24,1,324469,5,10,1,1,1,0,0,38
44706,22,9,173004,3,9,1,9,2,0,0,1
44707,28,9,196674,3,9,2,9,2,0,0,45
44708,56,9,142182,5,11,2,8,2,0,0,45
44709,42,8,70240,5,10,3,14,1,0,0,40
44710,19,9,138946,2,4,1,8,2,0,0,40
44711,32,9,362259,5,13,1,14,1,0,0,40
44712,34,9,378723,3,6,3,14,1,0,0,45
44713,46,6,127441,5,13,2,13,1,0,0,40
44714,64,1,257790,3,9,3,1,1,0,0,38
44715,32,9,195744,3,9,1,8,2,0,0,40
44716,26,9,160300,3,9,1,9,2,0,0,40
44717,53,6,196395,5,13,2,13,2,0,0,40
44718,42,9,121055,5,10,1,6,2,0,0,45
44719,34,9,183811,5,10,1,3,2,0,0,40
44720,38,9,122076,5,10,2,5,2,102172000,0,43
44721,61,9,213321,5,10,2,14,2,0,23408000,40
44722,41,9,174575,3,9,2,5,2,0,26418000,45
44723,45,6,265477,6,14,2,13,2,0,0,40
44724,29,9,103111,3,9,1,7,2,0,0,30
44725,26,9,163747,5,13,1,6,1,0,0,55
44726,32,9,39248,5,13,1,10,2,0,0,40
44727,64,9,66634,2,4,2,8,2,0,0,40
44728,18,9,170194,3,7,1,6,2,0,0,25
44729,55,9,141727,5,13,2,11,1,48496000,0,40
44730,43,7,164790,5,10,3,11,2,0,0,50
44731,17,9,56536,3,7,1,6,1,14770000,0,18
44732,26,9,302097,3,9,2,9,2,48496000,0,48
44733,31,9,62932,3,9,1,8,2,0,0,40
44734,19,9,143608,3,9,1,9,2,0,0,40
44735,19,9,332928,3,7,1,7,1,0,0,40
44736,24,8,191073,3,9,1,15,2,0,0,40
44737,90,9,250832,3,9,2,5,2,33796000,0,40
44738,26,9,289980,1,3,2,12,2,0,0,30
44739,50,9,146325,3,9,2,8,2,0,0,44
44740,43,9,383670,3,9,2,8,2,0,26628000,40
44741,21,9,280081,5,10,1,6,1,0,0,40
44742,23,9,207415,5,13,1,14,1,0,0,15
44743,40,9,95639,3,9,1,8,2,0,0,40
44744,43,6,265698,5,13,2,13,1,0,0,45
44745,17,9,194612,3,7,1,7,2,0,0,25
44746,65,9,172815,5,10,2,12,2,0,0,40
44747,48,4,243631,5,10,2,8,2,107632000,0,40
44748,36,9,127686,3,9,3,11,1,0,0,37
44749,41,9,230959,5,13,1,11,1,0,0,40
44750,51,9,103803,3,9,2,9,2,0,0,50
44751,63,5,38472,5,10,3,6,1,197176000,0,60
44752,41,9,174540,5,10,2,13,2,0,0,4
44753,50,9,305147,5,13,2,8,2,0,0,40
